study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB29231	SAMEA4984646	ERX2857307	ERR2850694	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850694/ERR2850694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850694/ERR2850694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850694/TVE1205060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850694/TVE1205060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850694
PRJEB29231	SAMEA4984647	ERX2857308	ERR2850695	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850695/ERR2850695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850695/ERR2850695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850695/TVE1205070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850695/TVE1205070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850695
PRJEB29231	SAMEA4984648	ERX2857309	ERR2850696	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850696/ERR2850696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850696/ERR2850696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850696/TVE1205080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850696/TVE1205080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850696
PRJEB29231	SAMEA4984649	ERX2857310	ERR2850697	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850697/ERR2850697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850697/ERR2850697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850697/TVE1205090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850697/TVE1205090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850697
PRJEB29231	SAMEA4984650	ERX2857311	ERR2850698	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850698/ERR2850698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850698/ERR2850698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850698/TVE1205100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850698/TVE1205100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850698
PRJEB29231	SAMEA4984651	ERX2857312	ERR2850699	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850699/ERR2850699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850699/ERR2850699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850699/TVE1205110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850699/TVE1205110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850699
PRJEB29231	SAMEA4984652	ERX2857313	ERR2850700	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850700/ERR2850700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850700/ERR2850700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850700/TVE1205120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850700/TVE1205120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850700
PRJEB29231	SAMEA4984653	ERX2857314	ERR2850701	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850701/ERR2850701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850701/ERR2850701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850701/TVE1205130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850701/TVE1205130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850701
PRJEB29231	SAMEA4984654	ERX2857315	ERR2850702	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850702/ERR2850702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850702/ERR2850702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850702/TVE1205140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850702/TVE1205140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850702
PRJEB29231	SAMEA4984655	ERX2857316	ERR2850703	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850703/ERR2850703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850703/ERR2850703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850703/TVE1205150101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850703/TVE1205150101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850703
PRJEB29231	SAMEA4984656	ERX2857317	ERR2850704	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850704/ERR2850704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850704/ERR2850704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850704/TVE1205160101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850704/TVE1205160101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850704
PRJEB29231	SAMEA4984657	ERX2857318	ERR2850705	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850705/ERR2850705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850705/ERR2850705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850705/TVE1205170101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850705/TVE1205170101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850705
PRJEB29231	SAMEA4984658	ERX2857319	ERR2850706	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850706/ERR2850706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850706/ERR2850706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850706/TVE1205180101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850706/TVE1205180101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850706
PRJEB29231	SAMEA4984659	ERX2857320	ERR2850707	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850707/ERR2850707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850707/ERR2850707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850707/TVE1205190101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850707/TVE1205190101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850707
PRJEB29231	SAMEA4984660	ERX2857321	ERR2850708	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850708/ERR2850708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850708/ERR2850708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850708/TVE1205210101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850708/TVE1205210101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850708
PRJEB29231	SAMEA4984661	ERX2857322	ERR2850709	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850709/ERR2850709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850709/ERR2850709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850709/TVE1205220101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850709/TVE1205220101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850709
PRJEB29231	SAMEA4984662	ERX2857323	ERR2850710	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850710/ERR2850710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850710/ERR2850710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850710/TVE1205230101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850710/TVE1205230101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850710
PRJEB29231	SAMEA4984663	ERX2857324	ERR2850711	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850711/ERR2850711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850711/ERR2850711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850711/TVE1205240101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850711/TVE1205240101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850711
PRJEB29231	SAMEA4984664	ERX2857325	ERR2850712	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850712/ERR2850712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850712/ERR2850712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850712/TVE1205250101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850712/TVE1205250101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850712
PRJEB29231	SAMEA4984665	ERX2857326	ERR2850713	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850713/ERR2850713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850713/ERR2850713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850713/TVE1205260101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850713/TVE1205260101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850713
PRJEB29231	SAMEA4984666	ERX2857327	ERR2850714	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850714/ERR2850714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850714/ERR2850714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850714/TVE1205270101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850714/TVE1205270101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850714
PRJEB29231	SAMEA4984667	ERX2857328	ERR2850715	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850715/ERR2850715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850715/ERR2850715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850715/TVE1205280101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850715/TVE1205280101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850715
PRJEB29231	SAMEA4984668	ERX2857329	ERR2850716	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850716/ERR2850716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850716/ERR2850716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850716/TVE1205290101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850716/TVE1205290101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850716
PRJEB29231	SAMEA4984669	ERX2857330	ERR2850717	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850717/ERR2850717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850717/ERR2850717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850717/TVE1205300101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850717/TVE1205300101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850717
PRJEB29231	SAMEA4984670	ERX2857331	ERR2850718	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850718/ERR2850718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850718/ERR2850718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850718/TVE1205310101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850718/TVE1205310101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850718
PRJEB29231	SAMEA4984671	ERX2857332	ERR2850719	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850719/ERR2850719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850719/ERR2850719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850719/TVE1205320101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850719/TVE1205320101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850719
PRJEB29231	SAMEA4984672	ERX2857333	ERR2850720	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850720/ERR2850720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850720/ERR2850720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850720/TVE1205330101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850720/TVE1205330101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850720
PRJEB29231	SAMEA4984673	ERX2857334	ERR2850721	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850721/ERR2850721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850721/ERR2850721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850721/TVE1205340101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850721/TVE1205340101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850721
PRJEB29231	SAMEA4984674	ERX2857335	ERR2850722	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850722/ERR2850722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850722/ERR2850722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850722/TVE1305010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850722/TVE1305010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850722
PRJEB29231	SAMEA4984675	ERX2857336	ERR2850723	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850723/ERR2850723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850723/ERR2850723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850723/TVE1305020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850723/TVE1305020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850723
PRJEB29231	SAMEA4984676	ERX2857337	ERR2850724	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850724/ERR2850724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850724/ERR2850724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850724/TVE1305030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850724/TVE1305030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850724
PRJEB29231	SAMEA4984677	ERX2857338	ERR2850725	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850725/ERR2850725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850725/ERR2850725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850725/TVE1305040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850725/TVE1305040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850725
PRJEB29231	SAMEA4984678	ERX2857339	ERR2850726	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850726/ERR2850726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850726/ERR2850726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850726/TVE1305050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850726/TVE1305050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850726
PRJEB29231	SAMEA4984679	ERX2857340	ERR2850727	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850727/ERR2850727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850727/ERR2850727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850727/TVE1305060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850727/TVE1305060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850727
PRJEB29231	SAMEA4984680	ERX2857341	ERR2850728	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850728/ERR2850728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850728/ERR2850728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850728/TVE1305070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850728/TVE1305070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850728
PRJEB29231	SAMEA4984681	ERX2857342	ERR2850729	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850729/ERR2850729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850729/ERR2850729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850729/TVE1305080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850729/TVE1305080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850729
PRJEB29231	SAMEA4984682	ERX2857343	ERR2850730	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850730/ERR2850730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850730/ERR2850730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850730/TVE1305090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850730/TVE1305090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850730
PRJEB29231	SAMEA4984683	ERX2857344	ERR2850731	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850731/ERR2850731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850731/ERR2850731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850731/TVE1305100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850731/TVE1305100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850731
PRJEB29231	SAMEA4984684	ERX2857345	ERR2850732	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850732/ERR2850732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850732/ERR2850732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850732/TVE1305110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850732/TVE1305110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850732
PRJEB29231	SAMEA4984685	ERX2857346	ERR2850733	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850733/ERR2850733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850733/ERR2850733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850733/TVE1305120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850733/TVE1305120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850733
PRJEB29231	SAMEA4984686	ERX2857347	ERR2850734	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850734/ERR2850734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850734/ERR2850734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850734/TVE1305130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850734/TVE1305130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850734
PRJEB29231	SAMEA4984687	ERX2857348	ERR2850735	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850735/ERR2850735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850735/ERR2850735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850735/TVE1305140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850735/TVE1305140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850735
