study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB29231	SAMEA4984378	ERX2857039	ERR2850426	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850426/ERR2850426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850426/ERR2850426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850426/BOR12050030103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850426/BOR12050030103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850426
PRJEB29231	SAMEA4984379	ERX2857040	ERR2850427	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850427/ERR2850427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850427/ERR2850427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850427/BOR12050040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850427/BOR12050040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850427
PRJEB29231	SAMEA4984380	ERX2857041	ERR2850428	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850428/ERR2850428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850428/ERR2850428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850428/BOR12050040102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850428/BOR12050040102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850428
PRJEB29231	SAMEA4984381	ERX2857042	ERR2850429	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850429/ERR2850429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850429/ERR2850429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850429/BOR12050040103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850429/BOR12050040103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850429
PRJEB29231	SAMEA4984382	ERX2857043	ERR2850430	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850430/ERR2850430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850430/ERR2850430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850430/BOR12050050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850430/BOR12050050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850430
PRJEB29231	SAMEA4984383	ERX2857044	ERR2850431	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850431/ERR2850431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850431/ERR2850431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850431/BOR12050050102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850431/BOR12050050102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850431
PRJEB29231	SAMEA4984384	ERX2857045	ERR2850432	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850432/ERR2850432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850432/ERR2850432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850432/BOR12050050103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850432/BOR12050050103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850432
PRJEB29231	SAMEA4984385	ERX2857046	ERR2850433	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850433/ERR2850433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850433/ERR2850433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850433/BOR12050060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850433/BOR12050060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850433
PRJEB29231	SAMEA4984386	ERX2857047	ERR2850434	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850434/ERR2850434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850434/ERR2850434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850434/BOR12050060102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850434/BOR12050060102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850434
PRJEB29231	SAMEA4984387	ERX2857048	ERR2850435	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850435/ERR2850435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850435/ERR2850435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850435/BOR12050060103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850435/BOR12050060103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850435
PRJEB29231	SAMEA4984388	ERX2857049	ERR2850436	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850436/ERR2850436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850436/ERR2850436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850436/BOR12050070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850436/BOR12050070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850436
PRJEB29231	SAMEA4984389	ERX2857050	ERR2850437	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850437/ERR2850437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850437/ERR2850437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850437/BOR12050070102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850437/BOR12050070102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850437
PRJEB29231	SAMEA4984390	ERX2857051	ERR2850438	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850438/ERR2850438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850438/ERR2850438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850438/BOR12050070103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850438/BOR12050070103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850438
PRJEB29231	SAMEA4984391	ERX2857052	ERR2850439	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850439/ERR2850439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850439/ERR2850439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850439/BOR12050080101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850439/BOR12050080101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850439
PRJEB29231	SAMEA4984392	ERX2857053	ERR2850440	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850440/ERR2850440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850440/ERR2850440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850440/BOR12050080102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850440/BOR12050080102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850440
PRJEB29231	SAMEA4984393	ERX2857054	ERR2850441	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850441/ERR2850441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850441/ERR2850441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850441/BOR12050080103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850441/BOR12050080103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850441
PRJEB29231	SAMEA4984394	ERX2857055	ERR2850442	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850442/ERR2850442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850442/ERR2850442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850442/BOR12050090101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850442/BOR12050090101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850442
PRJEB29231	SAMEA4984395	ERX2857056	ERR2850443	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850443/ERR2850443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850443/ERR2850443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850443/BOR12050100101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850443/BOR12050100101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850443
PRJEB29231	SAMEA4984396	ERX2857057	ERR2850444	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850444/ERR2850444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850444/ERR2850444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850444/BOR12050110101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850444/BOR12050110101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850444
PRJEB29231	SAMEA4984397	ERX2857058	ERR2850445	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850445/ERR2850445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850445/ERR2850445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850445/BOR12050120101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850445/BOR12050120101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850445
PRJEB29231	SAMEA4984398	ERX2857059	ERR2850446	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850446/ERR2850446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850446/ERR2850446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850446/BOR12050120102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850446/BOR12050120102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850446
PRJEB29231	SAMEA4984399	ERX2857060	ERR2850447	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850447/ERR2850447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850447/ERR2850447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850447/BOR12050120103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850447/BOR12050120103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850447
PRJEB29231	SAMEA4984400	ERX2857061	ERR2850448	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850448/ERR2850448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850448/ERR2850448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850448/BOR12050130101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850448/BOR12050130101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850448
PRJEB29231	SAMEA4984401	ERX2857062	ERR2850449	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850449/ERR2850449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850449/ERR2850449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850449/BOR12050140101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850449/BOR12050140101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850449
PRJEB29231	SAMEA4984402	ERX2857063	ERR2850450	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850450/ERR2850450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850450/ERR2850450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850450/BOR12050160101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850450/BOR12050160101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850450
PRJEB29231	SAMEA4984403	ERX2857064	ERR2850451	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850451/ERR2850451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850451/ERR2850451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850451/BOR12050160102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850451/BOR12050160102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850451
PRJEB29231	SAMEA4984404	ERX2857065	ERR2850452	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850452/ERR2850452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850452/ERR2850452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850452/BOR12050160103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850452/BOR12050160103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850452
PRJEB29231	SAMEA4984405	ERX2857066	ERR2850453	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850453/ERR2850453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850453/ERR2850453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850453/BOR12050170101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850453/BOR12050170101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850453
PRJEB29231	SAMEA4984406	ERX2857067	ERR2850454	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850454/ERR2850454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850454/ERR2850454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850454/BOR12050170102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850454/BOR12050170102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850454
PRJEB29231	SAMEA4984407	ERX2857068	ERR2850455	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850455/ERR2850455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850455/ERR2850455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850455/BOR12050170103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850455/BOR12050170103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850455
PRJEB29231	SAMEA4984408	ERX2857069	ERR2850456	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850456/ERR2850456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850456/ERR2850456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850456/BOR12050180101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850456/BOR12050180101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850456
PRJEB29231	SAMEA4984409	ERX2857070	ERR2850457	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850457/ERR2850457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850457/ERR2850457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850457/BOR12050190101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850457/BOR12050190101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850457
PRJEB29231	SAMEA4984410	ERX2857071	ERR2850458	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850458/ERR2850458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850458/ERR2850458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850458/BOR12050190102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850458/BOR12050190102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850458
PRJEB29231	SAMEA4984411	ERX2857072	ERR2850459	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850459/ERR2850459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850459/ERR2850459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850459/BOR12050190103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850459/BOR12050190103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850459
PRJEB29231	SAMEA4984412	ERX2857073	ERR2850460	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850460/ERR2850460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850460/ERR2850460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850460/KIE11020020101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850460/KIE11020020101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850460
PRJEB29231	SAMEA4984413	ERX2857074	ERR2850461	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850461/ERR2850461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850461/ERR2850461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850461/KIE11020030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850461/KIE11020030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850461
PRJEB29231	SAMEA4984414	ERX2857075	ERR2850462	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850462/ERR2850462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850462/ERR2850462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850462/KIE11020040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850462/KIE11020040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850462
PRJEB29231	SAMEA4984415	ERX2857076	ERR2850463	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850463/ERR2850463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/003/ERR2850463/ERR2850463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850463/KIE11020050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850463/KIE11020050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/003/ERR2850463
PRJEB29231	SAMEA4984416	ERX2857077	ERR2850464	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850464/ERR2850464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/004/ERR2850464/ERR2850464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850464/KIE11020060101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850464/KIE11020060101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/004/ERR2850464
PRJEB29231	SAMEA4984417	ERX2857078	ERR2850465	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850465/ERR2850465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/005/ERR2850465/ERR2850465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850465/KIE11020070101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850465/KIE11020070101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/005/ERR2850465
PRJEB29231	SAMEA4984418	ERX2857079	ERR2850466	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850466/ERR2850466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/006/ERR2850466/ERR2850466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850466/KIE11020070102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850466/KIE11020070102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/006/ERR2850466
PRJEB29231	SAMEA4984419	ERX2857080	ERR2850467	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850467/ERR2850467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/007/ERR2850467/ERR2850467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850467/KIE11020070103_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850467/KIE11020070103_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/007/ERR2850467
PRJEB29231	SAMEA4984420	ERX2857081	ERR2850468	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850468/ERR2850468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/008/ERR2850468/ERR2850468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850468/KIE11030010101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850468/KIE11030010101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/008/ERR2850468
PRJEB29231	SAMEA4984421	ERX2857082	ERR2850469	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850469/ERR2850469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/009/ERR2850469/ERR2850469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850469/KIE11030030101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850469/KIE11030030101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/009/ERR2850469
PRJEB29231	SAMEA4984422	ERX2857083	ERR2850470	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850470/ERR2850470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/000/ERR2850470/ERR2850470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850470/KIE11030030102_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850470/KIE11030030102_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/000/ERR2850470
PRJEB29231	SAMEA4984423	ERX2857084	ERR2850471	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850471/ERR2850471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/001/ERR2850471/ERR2850471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850471/KIE11030040101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850471/KIE11030040101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/001/ERR2850471
PRJEB29231	SAMEA4984424	ERX2857085	ERR2850472	8049	Gadus morhua	ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850472/ERR2850472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR285/002/ERR2850472/ERR2850472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850472/KIE11030050101_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR285/ERR2850472/KIE11030050101_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR285/002/ERR2850472
